Area,Type,Case,Year,Data,Unit
Newfoundland and Labrador,Coalbed Methane,Reference,2029,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2030,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2031,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2032,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2033,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2034,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2035,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2036,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2037,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2038,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2039,0,Million cubic metres Per Day
Newfoundland and Labrador,Coalbed Methane,Reference,2040,0,Million cubic metres Per Day
Yukon,Total,Reference,2005,0.4445739728,Million cubic metres Per Day
Yukon,Total,Reference,2006,0.3303632952,Million cubic metres Per Day
Yukon,Total,Reference,2007,0.2199743834,Million cubic metres Per Day
Yukon,Total,Reference,2008,0.1619362031,Million cubic metres Per Day
Yukon,Total,Reference,2009,0.1291667728,Million cubic metres Per Day
Yukon,Total,Reference,2010,0.1039825662,Million cubic metres Per Day
Yukon,Total,Reference,2011,0.09091516401,Million cubic metres Per Day
Yukon,Total,Reference,2012,0.06068240952,Million cubic metres Per Day
Yukon,Total,Reference,2013,0,Million cubic metres Per Day
Yukon,Total,Reference,2014,0,Million cubic metres Per Day
Yukon,Total,Reference,2015,0,Million cubic metres Per Day
Yukon,Total,Reference,2016,0,Million cubic metres Per Day
Yukon,Total,Reference,2017,0,Million cubic metres Per Day
Yukon,Total,Reference,2018,0,Million cubic metres Per Day
Yukon,Total,Reference,2019,0,Million cubic metres Per Day
Yukon,Total,Reference,2020,0,Million cubic metres Per Day
Yukon,Total,Reference,2021,0,Million cubic metres Per Day
Yukon,Total,Reference,2022,0,Million cubic metres Per Day
Yukon,Total,Reference,2023,0,Million cubic metres Per Day
Yukon,Total,Reference,2024,0,Million cubic metres Per Day
Yukon,Total,Reference,2025,0,Million cubic metres Per Day
Yukon,Total,Reference,2026,0,Million cubic metres Per Day
Yukon,Total,Reference,2027,0,Million cubic metres Per Day
Yukon,Total,Reference,2028,0,Million cubic metres Per Day
Yukon,Total,Reference,2029,0,Million cubic metres Per Day
Yukon,Total,Reference,2030,0,Million cubic metres Per Day
Yukon,Total,Reference,2031,0,Million cubic metres Per Day
Yukon,Total,Reference,2032,0,Million cubic metres Per Day
Yukon,Total,Reference,2033,0,Million cubic metres Per Day
Yukon,Total,Reference,2034,0,Million cubic metres Per Day
Yukon,Total,Reference,2035,0,Million cubic metres Per Day
Yukon,Total,Reference,2036,0,Million cubic metres Per Day
Yukon,Total,Reference,2037,0,Million cubic metres Per Day
Yukon,Total,Reference,2038,0,Million cubic metres Per Day
Yukon,Total,Reference,2039,0,Million cubic metres Per Day
Yukon,Total,Reference,2040,0,Million cubic metres Per Day
Yukon,Solution,Reference,2005,0,Million cubic metres Per Day
Yukon,Solution,Reference,2006,0,Million cubic metres Per Day
Yukon,Solution,Reference,2007,0,Million cubic metres Per Day
Yukon,Solution,Reference,2008,0,Million cubic metres Per Day
Yukon,Solution,Reference,2009,0,Million cubic metres Per Day
Yukon,Solution,Reference,2010,0,Million cubic metres Per Day
Yukon,Solution,Reference,2011,0,Million cubic metres Per Day
Yukon,Solution,Reference,2012,0,Million cubic metres Per Day
Yukon,Solution,Reference,2013,0,Million cubic metres Per Day
Yukon,Solution,Reference,2014,0,Million cubic metres Per Day
Yukon,Solution,Reference,2015,0,Million cubic metres Per Day
Yukon,Solution,Reference,2016,0,Million cubic metres Per Day
Yukon,Solution,Reference,2017,0,Million cubic metres Per Day
Yukon,Solution,Reference,2018,0,Million cubic metres Per Day
Yukon,Solution,Reference,2019,0,Million cubic metres Per Day
Yukon,Solution,Reference,2020,0,Million cubic metres Per Day
Yukon,Solution,Reference,2021,0,Million cubic metres Per Day
Yukon,Solution,Reference,2022,0,Million cubic metres Per Day
Yukon,Solution,Reference,2023,0,Million cubic metres Per Day
Yukon,Solution,Reference,2024,0,Million cubic metres Per Day
Yukon,Solution,Reference,2025,0,Million cubic metres Per Day
Yukon,Solution,Reference,2026,0,Million cubic metres Per Day
Yukon,Solution,Reference,2027,0,Million cubic metres Per Day
Yukon,Solution,Reference,2028,0,Million cubic metres Per Day
Yukon,Solution,Reference,2029,0,Million cubic metres Per Day
Yukon,Solution,Reference,2030,0,Million cubic metres Per Day
Yukon,Solution,Reference,2031,0,Million cubic metres Per Day
Yukon,Solution,Reference,2032,0,Million cubic metres Per Day
Yukon,Solution,Reference,2033,0,Million cubic metres Per Day
Yukon,Solution,Reference,2034,0,Million cubic metres Per Day
Yukon,Solution,Reference,2035,0,Million cubic metres Per Day
Yukon,Solution,Reference,2036,0,Million cubic metres Per Day
Yukon,Solution,Reference,2037,0,Million cubic metres Per Day
Yukon,Solution,Reference,2038,0,Million cubic metres Per Day
Yukon,Solution,Reference,2039,0,Million cubic metres Per Day
Yukon,Solution,Reference,2040,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2005,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2006,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2007,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2008,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2009,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2010,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2011,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2012,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2013,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2014,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2015,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2016,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2017,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2018,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2019,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2020,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2021,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2022,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2023,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2024,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2025,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2026,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2027,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2028,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2029,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2030,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2031,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2032,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2033,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2034,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2035,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2036,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2037,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2038,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2039,0,Million cubic metres Per Day
Yukon,Non Associated,Reference,2040,0,Million cubic metres Per Day
Yukon,Tight,Reference,2005,0.4249171412,Million cubic metres Per Day
Yukon,Tight,Reference,2006,0.3116059035,Million cubic metres Per Day
Yukon,Tight,Reference,2007,0.1982946659,Million cubic metres Per Day
Yukon,Tight,Reference,2008,0.1416390471,Million cubic metres Per Day
Yukon,Tight,Reference,2009,0.1133112376,Million cubic metres Per Day
Yukon,Tight,Reference,2010,0.03777041255,Million cubic metres Per Day
Yukon,Tight,Reference,2011,0.02832780941,Million cubic metres Per Day
Yukon,Tight,Reference,2012,0.01888520627,Million cubic metres Per Day
Yukon,Tight,Reference,2013,0,Million cubic metres Per Day
Yukon,Tight,Reference,2014,0,Million cubic metres Per Day
Yukon,Tight,Reference,2015,0,Million cubic metres Per Day
Yukon,Tight,Reference,2016,0,Million cubic metres Per Day
Yukon,Tight,Reference,2017,0,Million cubic metres Per Day
Yukon,Tight,Reference,2018,0,Million cubic metres Per Day
Yukon,Tight,Reference,2019,0,Million cubic metres Per Day
Yukon,Tight,Reference,2020,0,Million cubic metres Per Day
Yukon,Tight,Reference,2021,0,Million cubic metres Per Day
Yukon,Tight,Reference,2022,0,Million cubic metres Per Day
Yukon,Tight,Reference,2023,0,Million cubic metres Per Day
Yukon,Tight,Reference,2024,0,Million cubic metres Per Day
Yukon,Tight,Reference,2025,0,Million cubic metres Per Day
Yukon,Tight,Reference,2026,0,Million cubic metres Per Day
Yukon,Tight,Reference,2027,0,Million cubic metres Per Day
Yukon,Tight,Reference,2028,0,Million cubic metres Per Day
Yukon,Tight,Reference,2029,0,Million cubic metres Per Day
Yukon,Tight,Reference,2030,0,Million cubic metres Per Day
Yukon,Tight,Reference,2031,0,Million cubic metres Per Day
Yukon,Tight,Reference,2032,0,Million cubic metres Per Day
Yukon,Tight,Reference,2033,0,Million cubic metres Per Day
Yukon,Tight,Reference,2034,0,Million cubic metres Per Day
Yukon,Tight,Reference,2035,0,Million cubic metres Per Day
Yukon,Tight,Reference,2036,0,Million cubic metres Per Day
Yukon,Tight,Reference,2037,0,Million cubic metres Per Day
Yukon,Tight,Reference,2038,0,Million cubic metres Per Day
Yukon,Tight,Reference,2039,0,Million cubic metres Per Day
Yukon,Tight,Reference,2040,0,Million cubic metres Per Day
Yukon,Shale,Reference,2005,0,Million cubic metres Per Day
Yukon,Shale,Reference,2006,0,Million cubic metres Per Day
Yukon,Shale,Reference,2007,0,Million cubic metres Per Day
Yukon,Shale,Reference,2008,0,Million cubic metres Per Day
Yukon,Shale,Reference,2009,0,Million cubic metres Per Day
Yukon,Shale,Reference,2010,0,Million cubic metres Per Day
Yukon,Shale,Reference,2011,0,Million cubic metres Per Day
Yukon,Shale,Reference,2012,0,Million cubic metres Per Day
Yukon,Shale,Reference,2013,0,Million cubic metres Per Day
Yukon,Shale,Reference,2014,0,Million cubic metres Per Day
Yukon,Shale,Reference,2015,0,Million cubic metres Per Day
Yukon,Shale,Reference,2016,0,Million cubic metres Per Day
Yukon,Shale,Reference,2017,0,Million cubic metres Per Day
Yukon,Shale,Reference,2018,0,Million cubic metres Per Day
Yukon,Shale,Reference,2019,0,Million cubic metres Per Day
Yukon,Shale,Reference,2020,0,Million cubic metres Per Day
Yukon,Shale,Reference,2021,0,Million cubic metres Per Day
Yukon,Shale,Reference,2022,0,Million cubic metres Per Day
Yukon,Shale,Reference,2023,0,Million cubic metres Per Day
Yukon,Shale,Reference,2024,0,Million cubic metres Per Day
Yukon,Shale,Reference,2025,0,Million cubic metres Per Day
Yukon,Shale,Reference,2026,0,Million cubic metres Per Day
Yukon,Shale,Reference,2027,0,Million cubic metres Per Day
Yukon,Shale,Reference,2028,0,Million cubic metres Per Day
Yukon,Shale,Reference,2029,0,Million cubic metres Per Day
Yukon,Shale,Reference,2030,0,Million cubic metres Per Day
Yukon,Shale,Reference,2031,0,Million cubic metres Per Day
Yukon,Shale,Reference,2032,0,Million cubic metres Per Day
Yukon,Shale,Reference,2033,0,Million cubic metres Per Day
Yukon,Shale,Reference,2034,0,Million cubic metres Per Day
Yukon,Shale,Reference,2035,0,Million cubic metres Per Day
Yukon,Shale,Reference,2036,0,Million cubic metres Per Day
Yukon,Shale,Reference,2037,0,Million cubic metres Per Day
Yukon,Shale,Reference,2038,0,Million cubic metres Per Day
Yukon,Shale,Reference,2039,0,Million cubic metres Per Day
Yukon,Shale,Reference,2040,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2005,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2006,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2007,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2008,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2009,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2010,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2011,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2012,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2013,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2014,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2015,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2016,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2017,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2018,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2019,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2020,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2021,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2022,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2023,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2024,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2025,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2026,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2027,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2028,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2029,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2030,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2031,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2032,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2033,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2034,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2035,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2036,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2037,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2038,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2039,0,Million cubic metres Per Day
Yukon,Coalbed Methane,Reference,2040,0,Million cubic metres Per Day
Northwest Territories,Total,Reference,2005,1.272223422,Million cubic metres Per Day
Northwest Territories,Total,Reference,2006,0.7696932481,Million cubic metres Per Day
Northwest Territories,Total,Reference,2007,0.7256363173,Million cubic metres Per Day
Northwest Territories,Total,Reference,2008,0.5119540948,Million cubic metres Per Day
Northwest Territories,Total,Reference,2009,0.4952975331,Million cubic metres Per Day
Northwest Territories,Total,Reference,2010,0.4563101744,Million cubic metres Per Day
Northwest Territories,Total,Reference,2011,0.4179412969,Million cubic metres Per Day
Northwest Territories,Total,Reference,2012,0.4181950477,Million cubic metres Per Day
Northwest Territories,Total,Reference,2013,0.3410777804,Million cubic metres Per Day
Northwest Territories,Total,Reference,2014,0.308724552,Million cubic metres Per Day
Northwest Territories,Total,Reference,2015,0.2302693775,Million cubic metres Per Day
Northwest Territories,Total,Reference,2016,0.2227541241,Million cubic metres Per Day
Northwest Territories,Total,Reference,2017,0.1694895755,Million cubic metres Per Day
Northwest Territories,Total,Reference,2018,0.1250830264,Million cubic metres Per Day
Northwest Territories,Total,Reference,2019,0.09231106657,Million cubic metres Per Day
Northwest Territories,Total,Reference,2020,0.06812541443,Million cubic metres Per Day
Northwest Territories,Total,Reference,2021,0.05027644316,Million cubic metres Per Day
Northwest Territories,Total,Reference,2022,0.03710393188,Million cubic metres Per Day
Northwest Territories,Total,Reference,2023,0.02738264035,Million cubic metres Per Day
Northwest Territories,Total,Reference,2024,0.02020834329,Million cubic metres Per Day
Northwest Territories,Total,Reference,2025,0.01491372392,Million cubic metres Per Day
Northwest Territories,Total,Reference,2026,0.01100630358,Million cubic metres Per Day
Northwest Territories,Total,Reference,2027,0.008122633836,Million cubic metres Per Day
Northwest Territories,Total,Reference,2028,0.005994490335,Million cubic metres Per Day
Northwest Territories,Total,Reference,2029,0.004423923951,Million cubic metres Per Day
Northwest Territories,Total,Reference,2030,0.003264848558,Million cubic metres Per Day
Northwest Territories,Total,Reference,2031,0.002409452835,Million cubic metres Per Day
Northwest Territories,Total,Reference,2032,0.001778172207,Million cubic metres Per Day
Northwest Territories,Total,Reference,2033,0.001312288147,Million cubic metres Per Day
Northwest Territories,Total,Reference,2034,0.0009684664818,Million cubic metres Per Day
Northwest Territories,Total,Reference,2035,0.0007147266616,Million cubic metres Per Day
Northwest Territories,Total,Reference,2036,0.000527467094,Million cubic metres Per Day
Northwest Territories,Total,Reference,2037,0.0003892698428,Million cubic metres Per Day
Northwest Territories,Total,Reference,2038,0.0002872805001,Million cubic metres Per Day
Northwest Territories,Total,Reference,2039,0.0002120125339,Million cubic metres Per Day
Northwest Territories,Total,Reference,2040,0.0001564648993,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2005,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2006,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2007,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2008,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2009,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2010,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2011,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2012,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2013,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2014,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2015,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2016,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2017,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2018,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2019,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2020,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2021,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2022,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2023,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2024,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2025,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2026,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2027,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2028,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2029,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2030,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2031,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2032,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2033,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2034,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2035,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2036,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2037,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2038,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2039,0,Million cubic metres Per Day
Northwest Territories,Solution,Reference,2040,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2005,1.161440186,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2006,0.7081952353,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2007,0.7081952353,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2008,0.5099005694,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2009,0.48157276,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2010,0.5287857757,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2011,0.48157276,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2012,0.4626875537,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2013,0.3399337129,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2014,0.3116059035,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2015,0.2266224753,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2016,0.2266224753,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2017,0.1699668565,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2018,0.1416390471,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2019,0.1133112376,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2020,0.08498342823,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2021,0.05665561882,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2022,0.02832780941,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2023,0.02832780941,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2024,0.02832780941,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2025,0.02832780941,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2026,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2027,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2028,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2029,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2030,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2031,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2032,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2033,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2034,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2035,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2036,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2037,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2038,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2039,0,Million cubic metres Per Day
Northwest Territories,Non Associated,Reference,2040,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2005,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2006,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2007,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2008,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2009,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2010,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2011,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2012,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2013,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2014,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2015,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2016,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2017,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2018,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2019,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2020,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2021,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2022,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2023,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2024,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2025,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2026,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2027,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2028,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2029,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2030,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2031,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2032,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2033,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2034,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2035,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2036,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2037,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2038,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2039,0,Million cubic metres Per Day
Northwest Territories,Tight,Reference,2040,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2005,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2006,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2007,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2008,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2009,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2010,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2011,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2012,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2013,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2014,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2015,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2016,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2017,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2018,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2019,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2020,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2021,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2022,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2023,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2024,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2025,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2026,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2027,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2028,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2029,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2030,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2031,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2032,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2033,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2034,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2035,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2036,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2037,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2038,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2039,0,Million cubic metres Per Day
Northwest Territories,Shale,Reference,2040,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2005,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2006,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2007,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2008,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2009,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2010,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2011,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2012,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2013,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2014,0,Million cubic metres Per Day
Northwest Territories,Coalbed Methane,Reference,2015,0,Million cubic metres Per Day
