Sector,Source,Area,Case,Year,Data,Unit
N/A,Biofuels/Biomass,Alberta,Reference,2005,1725.168,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2006,1855.169,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2007,1870.362,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2008,1917.388,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2009,1861.5,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2010,1908.777,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2011,1972.19,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2012,2089.11769,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2013,2250.1,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2014,2065.2,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2015,2148.5,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2016,1900,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2017,1950,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2018,2027.7374,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2019,2027.7904,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2020,2041.1774,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2021,2040.9394,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2022,2027.9484,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2023,2463.7644,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2024,2463.7634,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2025,2463.7634,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2026,2476.7554,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2027,2476.9934,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2028,2912.9744,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2029,2912.5684,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2030,2912.5684,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2031,2912.5684,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2032,2912.6494,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2033,3348.4514,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2034,3348.4464,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2035,3348.4504,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2036,3348.4504,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2037,3348.4584,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2038,3348.4544,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2039,3348.4564,GW.h
N/A,Biofuels/Biomass,Alberta,Reference,2040,3348.4774,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2005,3254,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2006,3254,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2007,3254,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2008,2739,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2009,2163,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2010,3848,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2011,4165,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2012,4289,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2013,4121,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2014,3964,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2015,3711,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2016,3906.9126,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2017,4270.3197,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2018,4255.7905,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2019,4557.6583,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2020,4558.8397,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2021,4787.7054,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2022,4810.0825,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2023,5022.3674,GW.h
N/A,Biofuels/Biomass,British Columbia,Reference,2024,5055.7957,GW.h
